row_num,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,podtsl_code,region,product_id,category,sub_category,product_name,sales
1,2356,CA-2016-111514,2016-08-31,2016-09-02,First Class,SC-20260,Scott Cohen,Corporate,united states,san francisco,california,94122,West,TEC-AC-10004864,Technology,Accessories,memorex micro travel drive 32 gb,36.51
1,2251,CA-2016-116092,2016-02-15,2016-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,united states,los angeles,california,90004,West,OFF-AP-10001391,Office Supplies,Appliances,kensington 6 outlet masterpiece homeoffice power control center,541.44
1,4118,CA-2016-153416,2016-11-24,2016-11-29,Standard Class,TS-21340,Toby Swindell,Consumer,united states,los angeles,california,90036,West,OFF-PA-10002005,Office Supplies,Paper,xerox 225,19.44
1,8143,CA-2017-100993,2017-02-05,2017-02-10,Standard Class,AZ-10750,Annie Zypern,Consumer,united states,san diego,california,92037,West,OFF-ST-10004340,Office Supplies,Storage,"fellowes mobile file cart, black",186.54
1,2995,CA-2017-112893,2017-09-09,2017-09-13,Second Class,AT-10735,Annie Thurman,Consumer,united states,stockton,california,95207,West,OFF-BI-10004654,Office Supplies,Binders,varicap6 expandable binder,55.36
1,559,CA-2017-113243,2017-06-10,2017-06-15,Standard Class,OT-18730,Olvera Toch,Consumer,united states,los angeles,california,90045,West,OFF-PA-10003441,Office Supplies,Paper,xerox 226,32.4
1,9676,CA-2017-137393,2017-05-06,2017-05-10,Standard Class,GM-14500,Gene McClure,Consumer,united states,bakersfield,california,93309,West,FUR-FU-10001617,Furniture,Furnishings,"executive impressions 8-1/2"" career panel/partition cubicle clock",41.6
1,5776,CA-2017-142398,2017-04-12,2017-04-16,Standard Class,BP-11290,Beth Paige,Consumer,united states,los angeles,california,90036,West,OFF-BI-10004826,Office Supplies,Binders,jm magazine binder,13.208
1,9055,CA-2018-117009,2018-09-22,2018-09-28,Standard Class,BK-11260,Berenike Kampe,Consumer,united states,santa ana,california,92704,West,OFF-SU-10001218,Office Supplies,Supplies,fiskars softgrip scissors,21.96
1,4901,CA-2018-120936,2018-12-17,2018-12-21,Standard Class,CA-12310,Christine Abelman,Corporate,united states,anaheim,california,92804,West,OFF-ST-10001526,Office Supplies,Storage,iceberg mobile mega data/printer cart,481.32
1,3057,CA-2018-131492,2018-10-19,2018-10-24,Second Class,HH-15010,Hilary Holden,Corporate,united states,san francisco,california,94110,West,OFF-EN-10002973,Office Supplies,Envelopes,ampad #10 peel & seel holiday envelopes,8.96
1,5579,CA-2018-137498,2018-09-09,2018-09-14,Second Class,LC-17050,Liz Carlisle,Consumer,united states,los angeles,california,90004,West,OFF-AR-10003829,Office Supplies,Art,newell 35,6.56
1,7940,CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,Rick Wilson,Corporate,united states,brentwood,california,94513,West,OFF-BI-10004230,Office Supplies,Binders,gbc recycled grain textured covers,221.056
1,4633,CA-2018-168396,2018-08-03,2018-08-08,Second Class,BD-11725,Bruce Degenhardt,Consumer,united states,san francisco,california,94122,West,FUR-FU-10000723,Furniture,Furnishings,"deflect-o economat studded, no bevel mat for low pile carpeting",123.96
1,1360,US-2015-151925,2015-09-26,2015-10-01,Second Class,KT-16465,Kean Takahito,Consumer,united states,los angeles,california,90049,West,FUR-CH-10002961,Furniture,Chairs,"leather task chair, black",145.568
1,6291,US-2016-139675,2016-03-13,2016-03-18,Second Class,NF-18595,Nicole Fjeld,Home Office,united states,chico,california,95928,West,FUR-FU-10001979,Furniture,Furnishings,dana halogen swing-arm architect lamp,327.76
1,9496,US-2017-123610,2017-05-12,2017-05-16,Standard Class,VM-21835,Vivian Mathis,Consumer,united states,mission viejo,california,92691,West,TEC-AC-10004518,Technology,Accessories,memorex mini travel drive 32 gb usb 2.0 flash drive,120.0
1,8841,CA-2015-153808,2015-04-06,2015-04-10,Second Class,FH-14275,Frank Hawley,Corporate,united states,los angeles,california,90004,West,TEC-AC-10004171,Technology,Accessories,razer kraken 7.1 surround sound over ear usb gaming headset,299.97
1,1246,CA-2015-168494,2015-12-12,2015-12-14,Second Class,NP-18700,Nora Preis,Consumer,united states,fresno,california,93727,West,FUR-TA-10004619,Furniture,Tables,hon non-folding utility tables,764.688
1,6299,CA-2015-169852,2015-10-21,2015-10-26,Standard Class,SF-20965,Sylvia Foulston,Corporate,united states,san diego,california,92024,West,OFF-BI-10001460,Office Supplies,Binders,plastic binding combs,36.36
1,7835,CA-2016-106257,2016-04-13,2016-04-17,Second Class,EB-14110,Eugene Barchas,Consumer,united states,los angeles,california,90045,West,FUR-TA-10002530,Furniture,Tables,"iceberg officeworks 42"" round tables",241.568
1,2019,CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,united states,san bernardino,california,92404,West,OFF-SU-10001165,Office Supplies,Supplies,acme elite stainless steel scissors,33.36
1,6011,CA-2016-135580,2016-12-30,2017-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,united states,los angeles,california,90049,West,TEC-MA-10004002,Technology,Machines,zebra gx420t direct thermal/thermal transfer printer,2548.56
1,6775,CA-2017-119018,2017-11-04,2017-11-08,Standard Class,CW-11905,Carl Weiss,Home Office,united states,los angeles,california,90004,West,OFF-PA-10000295,Office Supplies,Paper,xerox 229,38.88
1,1499,CA-2017-141586,2017-10-17,2017-10-20,First Class,NK-18490,Neil Knudson,Home Office,united states,san francisco,california,94122,West,OFF-BI-10003981,Office Supplies,Binders,"avery durable plastic 1"" binders",18.16
1,6272,CA-2018-102379,2018-12-02,2018-12-06,Standard Class,BB-11545,Brenda Bowman,Corporate,united states,oakland,california,94601,West,OFF-AR-10004022,Office Supplies,Art,panasonic kp-380bk classic electric pencil sharpener,179.9
1,6041,CA-2018-122364,2018-09-24,2018-09-29,Standard Class,FA-14230,Frank Atkinson,Corporate,united states,los angeles,california,90008,West,TEC-PH-10001817,Technology,Phones,wilson electronics db pro signal booster,859.2
1,2763,CA-2018-126536,2018-10-12,2018-10-14,First Class,NK-18490,Neil Knudson,Home Office,united states,san francisco,california,94110,West,OFF-BI-10001191,Office Supplies,Binders,canvas sectional post binders,101.84
1,8715,CA-2018-136623,2018-07-11,2018-07-16,Standard Class,TS-21430,Tom Stivers,Corporate,united states,san diego,california,92105,West,OFF-BI-10003708,Office Supplies,Binders,"acco four pocket poly ring binder with label holder, smoke, 1""",29.8
1,3618,CA-2018-141929,2018-09-04,2018-09-08,Standard Class,RA-19285,Ralph Arnett,Consumer,united states,los angeles,california,90004,West,OFF-BI-10004632,Office Supplies,Binders,ibico hi-tech manual binding system,487.984
1,5650,CA-2018-142342,2018-07-17,2018-07-19,Second Class,AJ-10795,Anthony Johnson,Corporate,united states,apple valley,california,92307,West,OFF-EN-10002592,Office Supplies,Envelopes,"peel & seel recycled catalog envelopes, brown",57.9
1,3750,CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,united states,inglewood,california,90301,West,TEC-CO-10001571,Technology,Copiers,sharp 1540cs digital laser copier,879.984
1,2509,CA-2018-163902,2018-03-02,2018-03-08,Standard Class,MY-17380,Maribeth Yedwab,Corporate,united states,los angeles,california,90045,West,TEC-PH-10000675,Technology,Phones,panasonic kx ts3282b corded phone,196.776
1,2922,CA-2018-164329,2018-01-30,2018-01-30,Same Day,MM-17920,Michael Moore,Consumer,united states,san francisco,california,94109,West,OFF-ST-10001511,Office Supplies,Storage,space solutions commercial steel shelving,129.3
1,5945,CA-2015-104178,2015-08-25,2015-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,united states,los angeles,california,90036,West,TEC-AC-10002399,Technology,Accessories,sandisk cruzer 32 gb usb flash drive,95.1
1,8131,CA-2015-127866,2015-07-20,2015-07-23,First Class,JD-15895,Jonathan Doherty,Corporate,united states,riverside,california,92503,West,OFF-PA-10003971,Office Supplies,Paper,xerox 1965,11.96
1,7571,CA-2015-133830,2015-12-05,2015-12-10,Standard Class,RL-19615,Rob Lucas,Consumer,united states,los angeles,california,90045,West,OFF-FA-10002280,Office Supplies,Fasteners,advantus plastic paper clips,15.0
1,3203,CA-2015-158372,2015-11-10,2015-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,united states,san diego,california,92037,West,TEC-PH-10002103,Technology,Phones,jabra speak 410,601.536
1,7406,CA-2016-100146,2016-05-14,2016-05-19,Standard Class,CB-12535,Claudia Bergmann,Corporate,united states,camarillo,california,93010,West,FUR-CH-10003833,Furniture,Chairs,novimex fabric task chair,97.568
1,1506,CA-2016-153388,2016-08-01,2016-08-07,Standard Class,PC-19000,Pauline Chand,Home Office,united states,los angeles,california,90004,West,FUR-TA-10003715,Furniture,Tables,hon 2111 invitation series corner table,1004.976
1,1101,CA-2017-107216,2017-06-14,2017-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,united states,san francisco,california,94122,West,TEC-AC-10001013,Technology,Accessories,logitech clearchat comfort/usb headset h390,29.29
1,4086,CA-2017-111913,2017-08-04,2017-08-06,Second Class,LC-16930,Linda Cazamias,Corporate,united states,sacramento,california,95823,West,TEC-PH-10002275,Technology,Phones,mitel 5320 ip phone voip phone,302.384
1,2475,CA-2017-114972,2017-11-03,2017-11-06,First Class,PF-19225,Phillip Flathmann,Consumer,united states,los angeles,california,90032,West,TEC-AC-10000682,Technology,Accessories,kensington k72356us mouse-in-a-box usb desktop mouse,82.95
1,2614,CA-2017-137204,2017-04-28,2017-05-05,Standard Class,BO-11350,Bill Overfelt,Corporate,united states,los angeles,california,90045,West,FUR-CH-10002304,Furniture,Chairs,"global stack chair without arms, black",41.568
1,2989,CA-2017-139010,2017-02-21,2017-02-26,Second Class,MC-17635,Matthew Clasen,Corporate,united states,los angeles,california,90032,West,TEC-AC-10004227,Technology,Accessories,sandisk ultra 16 gb microsdhc class 10 memory card,12.99
1,1552,CA-2017-159345,2017-06-17,2017-06-22,Standard Class,IG-15085,Ivan Gibson,Consumer,united states,san diego,california,92024,West,OFF-PA-10000806,Office Supplies,Paper,xerox 1934,111.96
1,8468,CA-2017-168557,2017-09-19,2017-09-23,Standard Class,FH-14275,Frank Hawley,Corporate,united states,san francisco,california,94122,West,OFF-BI-10002309,Office Supplies,Binders,avery heavy-duty ezd  binder with locking rings,8.928
1,4953,CA-2018-117926,2018-12-08,2018-12-12,Second Class,AS-10225,Alan Schoenberger,Corporate,united states,san francisco,california,94109,West,OFF-AP-10002670,Office Supplies,Appliances,belkin 8-outlet premiere surgemaster ii surge protectors,69.48
1,2719,CA-2018-144827,2018-12-21,2018-12-27,Standard Class,SE-20110,Sanjit Engle,Consumer,united states,costa mesa,california,92627,West,OFF-ST-10004340,Office Supplies,Storage,"fellowes mobile file cart, black",124.36
1,9186,CA-2018-156776,2018-08-07,2018-08-11,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,united states,westminster,california,92683,West,FUR-CH-10002317,Furniture,Chairs,global enterprise series seating low-back swivel/tilt chairs,207.184
1,3079,CA-2015-104780,2015-05-21,2015-05-25,Standard Class,BT-11530,Bradley Talbott,Home Office,united states,san diego,california,92037,West,OFF-AR-10003514,Office Supplies,Art,4009 highlighters by sanford,31.84
1,2062,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,united states,los angeles,california,90049,West,OFF-BI-10002571,Office Supplies,Binders,"avery framed view binder, ezd ring (locking), navy, 1 1/2""",15.968
1,5550,CA-2015-159800,2015-11-28,2015-12-01,First Class,SG-20470,Sheri Gordon,Consumer,united states,san francisco,california,94109,West,TEC-AC-10003447,Technology,Accessories,micropad numeric keypads,139.93
1,7778,CA-2015-166961,2015-12-27,2015-12-31,Standard Class,CD-12790,Cynthia Delaney,Home Office,united states,moreno valley,california,92553,West,OFF-ST-10004507,Office Supplies,Storage,advantus rolling storage box,51.45
1,3873,CA-2016-132486,2016-10-23,2016-10-27,Second Class,JF-15355,Jay Fein,Consumer,united states,san diego,california,92105,West,FUR-CH-10001854,Furniture,Chairs,office star - professional matrix back chair with 2-to-1 synchro tilt and mesh fabric seat,842.352
1,4720,CA-2016-142601,2016-04-18,2016-04-20,Second Class,DE-13255,Deanra Eno,Home Office,united states,los angeles,california,90004,West,OFF-ST-10002756,Office Supplies,Storage,"tennsco stur-d-stor boltless shelving, 5 shelves, 24"" deep, sand",947.17
1,2273,CA-2016-142944,2016-03-06,2016-03-11,Standard Class,JL-15850,John Lucas,Consumer,united states,san francisco,california,94122,West,FUR-FU-10000308,Furniture,Furnishings,deflect-o glass clear studded chair mats,435.26
1,7217,CA-2016-150770,2016-05-03,2016-05-06,First Class,LC-16870,Lena Cacioppo,Consumer,united states,san francisco,california,94109,West,OFF-AR-10001246,Office Supplies,Art,newell 317,8.82
1,3414,CA-2017-100244,2017-09-20,2017-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,united states,san francisco,california,94122,West,OFF-PA-10002319,Office Supplies,Paper,xerox 1944,77.52
1,478,CA-2017-103891,2017-07-12,2017-07-19,Standard Class,KH-16690,Kristen Hastings,Corporate,united states,los angeles,california,90008,West,TEC-PH-10000149,Technology,Phones,cisco spa525g2 ip phone - wireless,95.76
1,3498,CA-2017-107328,2017-08-08,2017-08-15,Standard Class,CA-12055,Cathy Armstrong,Home Office,united states,los angeles,california,90036,West,OFF-AP-10004487,Office Supplies,Appliances,kensington 4 outlet masterpiece compact power control center,487.92
1,6616,CA-2017-123512,2017-06-17,2017-06-19,First Class,MV-18190,Mike Vittorini,Consumer,united states,los angeles,california,90045,West,FUR-BO-10004218,Furniture,Bookcases,"bush heritage pine collection 5-shelf bookcase, albany pine finish, *special order",239.666
1,5884,CA-2017-136301,2017-03-13,2017-03-15,Second Class,EH-13765,Edward Hooks,Corporate,united states,san francisco,california,94109,West,FUR-FU-10004712,Furniture,Furnishings,"westinghouse mesh shade clip-on gooseneck lamp, black",28.28
1,7291,CA-2017-153661,2017-01-30,2017-01-31,First Class,SC-20725,Steven Cartwright,Consumer,united states,san francisco,california,94122,West,OFF-BI-10004781,Office Supplies,Binders,gbc wire binding strips,50.784
1,843,CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,Eudokia Martin,Corporate,united states,los angeles,california,90036,West,OFF-BI-10001294,Office Supplies,Binders,fellowes binding cases,37.44
1,1510,CA-2018-103611,2018-09-12,2018-09-15,First Class,JM-15535,Jessica Myrick,Consumer,united states,los angeles,california,90036,West,FUR-FU-10004270,Furniture,Furnishings,"eldon image series desk accessories, burgundy",8.36
1,408,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,united states,san francisco,california,94110,West,OFF-PA-10003724,Office Supplies,Paper,"wirebound message book, 4 per page",27.15
1,7499,CA-2018-121048,2018-07-14,2018-07-18,Standard Class,TC-21295,Toby Carlisle,Consumer,united states,westminster,california,92683,West,OFF-AR-10004042,Office Supplies,Art,"boston model 1800 electric pencil sharpeners, putty/woodgrain",71.92
1,7960,CA-2018-131807,2018-10-05,2018-10-10,Standard Class,GG-14650,Greg Guthrie,Corporate,united states,chico,california,95928,West,FUR-TA-10004086,Furniture,Tables,ki adjustable-height table,206.352
1,9228,CA-2018-140515,2018-03-19,2018-03-24,Standard Class,GZ-14545,George Zrebassa,Corporate,united states,los angeles,california,90008,West,OFF-AP-10001205,Office Supplies,Appliances,belkin 5 outlet surgemaster power centers,381.36
1,9187,CA-2018-156776,2018-08-07,2018-08-11,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,united states,westminster,california,92683,West,OFF-AP-10002534,Office Supplies,Appliances,3.6 cubic foot counter height office refrigerator,1473.1
1,3314,US-2015-133130,2015-09-27,2015-10-01,Standard Class,TH-21100,Thea Hendricks,Consumer,united states,san diego,california,92037,West,OFF-PA-10000675,Office Supplies,Paper,xerox 1919,81.98
1,1572,US-2015-157385,2015-11-23,2015-11-25,First Class,SC-20095,Sanjit Chand,Consumer,united states,los angeles,california,90004,West,OFF-EN-10003160,Office Supplies,Envelopes,pastel pink envelopes,21.84
1,1268,US-2015-167738,2015-12-24,2015-12-29,Standard Class,JC-16105,Julie Creighton,Corporate,united states,los angeles,california,90045,West,FUR-CH-10001146,Furniture,Chairs,"global value mid-back manager's chair, gray",292.272
1,6866,US-2017-126452,2017-08-21,2017-08-28,Standard Class,SC-20230,Scot Coram,Corporate,united states,los angeles,california,90004,West,TEC-PH-10003555,Technology,Phones,motorola hk250 universal bluetooth headset,91.96
1,2386,US-2018-117534,2018-03-25,2018-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,united states,fresno,california,93727,West,TEC-PH-10000141,Technology,Phones,clearsounds a400,211.168
1,3791,CA-2015-107139,2015-07-05,2015-07-11,Standard Class,DP-13390,Dennis Pardue,Home Office,united states,los angeles,california,90004,West,OFF-BI-10001670,Office Supplies,Binders,vinyl sectional post binders,180.96
1,9341,CA-2015-155264,2015-10-19,2015-10-22,Second Class,RP-19270,Rachel Payne,Corporate,united states,san francisco,california,94110,West,OFF-LA-10002787,Office Supplies,Labels,avery 480,18.75
1,1613,CA-2015-156349,2015-05-26,2015-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,united states,los angeles,california,90008,West,TEC-PH-10002726,Technology,Phones,nettalk duo voip telephone service,83.984
1,1295,CA-2016-101707,2016-08-27,2016-09-01,Standard Class,PF-19165,Philip Fox,Consumer,united states,san diego,california,92105,West,OFF-LA-10000134,Office Supplies,Labels,avery 511,3.08
1,4120,CA-2016-153416,2016-11-24,2016-11-29,Standard Class,TS-21340,Toby Swindell,Consumer,united states,los angeles,california,90036,West,OFF-BI-10002706,Office Supplies,Binders,avery premier heavy-duty binder with round locking rings,91.392
1,2162,CA-2017-101938,2017-01-07,2017-01-12,Standard Class,DW-13480,Dianna Wilson,Home Office,united states,oakland,california,94601,West,OFF-AR-10003696,Office Supplies,Art,panasonic kp-350bk electric pencil sharpener with auto stop,34.58
1,8869,CA-2017-158260,2017-11-04,2017-11-08,Standard Class,CC-12475,Cindy Chapman,Consumer,united states,san diego,california,92037,West,TEC-MA-10003176,Technology,Machines,okidata b400 printer,686.4
1,5409,CA-2018-108854,2018-12-08,2018-12-14,Standard Class,DM-13345,Denise Monton,Corporate,united states,san francisco,california,94109,West,OFF-BI-10002854,Office Supplies,Binders,"performers binder/pad holder, black",22.424
1,2353,CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,united states,los angeles,california,90032,West,OFF-AR-10001868,Office Supplies,Art,prang dustless chalk sticks,10.08
1,3626,CA-2018-113530,2018-05-19,2018-05-21,Second Class,BC-11125,Becky Castell,Home Office,united states,san francisco,california,94109,West,OFF-AR-10001315,Office Supplies,Art,newell 310,3.52
1,411,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,united states,san francisco,california,94110,West,OFF-LA-10003766,Office Supplies,Labels,self-adhesive removable labels,28.35
1,961,CA-2018-152142,2018-11-14,2018-11-19,Standard Class,LW-16990,Lindsay Williams,Corporate,united states,san francisco,california,94110,West,FUR-CH-10002965,Furniture,Chairs,"global leather highback executive chair with pneumatic height adjustment, black",321.568
1,7214,CA-2018-154949,2018-10-15,2018-10-19,Standard Class,MC-17275,Marc Crier,Consumer,united states,camarillo,california,93010,West,OFF-LA-10002034,Office Supplies,Labels,avery 478,14.73
1,7938,CA-2018-166093,2018-08-17,2018-08-24,Standard Class,RW-19540,Rick Wilson,Corporate,united states,brentwood,california,94513,West,OFF-AP-10001058,Office Supplies,Appliances,sanyo 2.5 cubic foot mid-size office refrigerators,2518.29
1,4731,US-2016-103996,2016-03-29,2016-03-31,Second Class,RB-19435,Richard Bierner,Consumer,united states,san diego,california,92105,West,OFF-PA-10001736,Office Supplies,Paper,xerox 1880,212.64
1,5781,US-2016-159513,2016-04-02,2016-04-09,Standard Class,JD-15790,John Dryer,Consumer,united states,los angeles,california,90049,West,TEC-MA-10003329,Technology,Machines,"vtech at&t cl2940 corded speakerphone, black",71.976
1,525,US-2017-139486,2017-05-21,2017-05-23,First Class,LH-17155,Logan Haushalter,Consumer,united states,los angeles,california,90032,West,TEC-AC-10003832,Technology,Accessories,imation 16gb mini traveldrive usb 2.0 flash drive,66.26
1,9173,US-2017-155768,2017-12-01,2017-12-01,Same Day,LB-16795,Laurel Beltran,Home Office,united states,oxnard,california,93030,West,OFF-ST-10002292,Office Supplies,Storage,"sauder facets collection locker/file cabinet, sky alder finish",1112.94
1,8992,US-2018-139577,2018-10-01,2018-10-06,Standard Class,TN-21040,Tanja Norvell,Home Office,united states,san francisco,california,94110,West,TEC-AC-10004708,Technology,Accessories,sony 32gb class 10 micro sdhc r40 memory card,104.75
1,2063,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,united states,los angeles,california,90049,West,OFF-PA-10000477,Office Supplies,Paper,xerox 1952,64.74
1,1741,CA-2015-110527,2015-08-09,2015-08-16,Standard Class,ED-13885,Emily Ducich,Home Office,united states,san diego,california,92037,West,OFF-LA-10000262,Office Supplies,Labels,avery 494,20.88
1,482,CA-2015-134677,2015-10-06,2015-10-10,Standard Class,XP-21865,Xylona Preis,Consumer,united states,san diego,california,92024,West,TEC-AC-10001445,Technology,Accessories,imation usb 2.0 swivel flash drive usb flash drive - 4 gb - pink,9.09
1,2616,CA-2015-147298,2015-04-26,2015-05-03,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,united states,los angeles,california,90049,West,OFF-BI-10001525,Office Supplies,Binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", executive red",18.288
1,3164,CA-2015-153969,2015-09-21,2015-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,united states,san francisco,california,94109,West,OFF-AR-10001615,Office Supplies,Art,newell 34,59.52
1,1611,CA-2015-156349,2015-05-26,2015-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,united states,los angeles,california,90008,West,FUR-BO-10000362,Furniture,Bookcases,sauder inglewood library bookcases,290.666
1,6169,CA-2016-132815,2016-09-19,2016-09-22,Second Class,RW-19540,Rick Wilson,Corporate,united states,los angeles,california,90008,West,OFF-PA-10004530,Office Supplies,Paper,personal creations ink jet cards and labels,22.96
1,886,CA-2016-143602,2016-04-25,2016-04-28,Second Class,JS-15595,Jill Stevenson,Corporate,united states,los angeles,california,90045,West,OFF-BI-10002071,Office Supplies,Binders,fellowes black plastic comb bindings,13.944
1,9237,CA-2017-126732,2017-09-02,2017-09-06,Standard Class,LR-16915,Lena Radford,Consumer,united states,los angeles,california,90036,West,FUR-TA-10001539,Furniture,Tables,chromcraft rectangular conference tables,568.728
1,6337,CA-2017-165995,2017-08-30,2017-09-06,Standard Class,BG-11740,Bruce Geld,Consumer,united states,los angeles,california,90008,West,FUR-FU-10000672,Furniture,Furnishings,"executive impressions 10"" spectator wall clock",47.04
1,2406,CA-2018-108574,2018-10-07,2018-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,united states,los angeles,california,90045,West,TEC-PH-10003555,Technology,Phones,motorola hk250 universal bluetooth headset,128.744
1,9687,CA-2018-116498,2018-05-30,2018-06-03,Standard Class,KA-16525,Kelly Andreada,Consumer,united states,san diego,california,92037,West,OFF-AR-10003405,Office Supplies,Art,"dixon my first ticonderoga pencil, #2",35.1
1,5233,CA-2018-124436,2018-03-19,2018-03-22,Second Class,SA-20830,Sue Ann Reed,Consumer,united states,fresno,california,93727,West,OFF-BI-10000343,Office Supplies,Binders,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",27.496
1,6858,CA-2018-128965,2018-04-17,2018-04-22,Standard Class,PS-18760,Pamela Stobb,Consumer,united states,los angeles,california,90008,West,OFF-PA-10004911,Office Supplies,Paper,"rediform s.o.s. 1-up phone message bk, 4-1/4x3-1/16 bk, 1 form/pg, 40 messages/bk, 3/pk",28.14
1,3963,CA-2018-134838,2018-02-19,2018-02-20,First Class,ED-13885,Emily Ducich,Home Office,united states,los angeles,california,90045,West,OFF-AR-10000634,Office Supplies,Art,newell 320,12.84
1,1614,CA-2018-138380,2018-12-21,2018-12-25,Standard Class,YS-21880,Yana Sorensen,Corporate,united states,oakland,california,94601,West,OFF-ST-10003306,Office Supplies,Storage,letter size cart,1000.02
1,2408,CA-2018-144589,2018-01-20,2018-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,united states,san francisco,california,94122,West,OFF-AR-10003631,Office Supplies,Art,staples in misc. colors,24.2
1,7246,CA-2018-145807,2018-02-09,2018-02-13,Standard Class,SB-20170,Sarah Bern,Consumer,united states,los angeles,california,90032,West,OFF-ST-10001370,Office Supplies,Storage,sensible storage wiretech storage systems,354.9
1,5181,US-2016-120502,2016-04-13,2016-04-19,Standard Class,BT-11395,Bill Tyler,Corporate,united states,los angeles,california,90036,West,OFF-AP-10004980,Office Supplies,Appliances,3m replacement filter for office air cleaner for 20' x 33' room,75.84
1,1429,US-2016-164448,2016-10-31,2016-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,united states,salinas,california,93905,West,OFF-BI-10003708,Office Supplies,Binders,"acco four pocket poly ring binder with label holder, smoke, 1""",29.8
1,7997,US-2018-105998,2018-11-03,2018-11-05,First Class,CR-12580,Clay Rozendal,Home Office,united states,san diego,california,92037,West,TEC-AC-10004469,Technology,Accessories,microsoft sculpt comfort mouse,199.75
1,7375,US-2018-123862,2018-01-07,2018-01-09,Second Class,JF-15190,Jamie Frazer,Consumer,united states,long beach,california,90805,West,OFF-FA-10003112,Office Supplies,Fasteners,staples,7.89
1,5192,US-2018-141943,2018-05-05,2018-05-09,Standard Class,DK-12985,Darren Koutras,Consumer,united states,san francisco,california,94122,West,OFF-EN-10003448,Office Supplies,Envelopes,"peel & seel recycled catalog envelopes, brown",23.16
1,4449,CA-2016-121965,2016-06-19,2016-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,united states,los angeles,california,90032,West,FUR-FU-10000732,Furniture,Furnishings,eldon 200 class desk accessories,12.56
1,5844,CA-2016-126725,2016-11-17,2016-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,united states,san diego,california,92105,West,FUR-FU-10002813,Furniture,Furnishings,"dax contemporary wood frame with silver metal mat, desktop, 11 x 14 size",80.96
1,8939,CA-2016-134117,2016-12-17,2016-12-19,Second Class,PG-18895,Paul Gonzalez,Consumer,united states,los angeles,california,90008,West,OFF-AR-10001940,Office Supplies,Art,"sanford colorific eraseable coloring pencils, 12 count",16.4
1,2755,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,united states,san francisco,california,94122,West,TEC-PH-10002310,Technology,Phones,plantronics calisto p620-m usb wireless speakerphone system,783.96
1,8121,CA-2017-116722,2017-11-11,2017-11-16,Standard Class,LP-17080,Liz Pelletier,Consumer,united states,san francisco,california,94110,West,FUR-CH-10004997,Furniture,Chairs,hon every-day series multi-task chairs,451.152
1,9234,CA-2017-126732,2017-09-02,2017-09-06,Standard Class,LR-16915,Lena Radford,Consumer,united states,los angeles,california,90036,West,OFF-ST-10000321,Office Supplies,Storage,akro stacking bins,23.67
1,252,CA-2017-145625,2017-09-11,2017-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,united states,san diego,california,92037,West,TEC-AC-10003832,Technology,Accessories,logitech p710e mobile speakerphone,3347.37
1,6606,CA-2017-148852,2017-05-26,2017-05-31,Standard Class,SV-20785,Stewart Visinsky,Consumer,united states,santa ana,california,92704,West,OFF-PA-10001293,Office Supplies,Paper,xerox 1946,45.36
1,6634,CA-2017-166275,2017-10-24,2017-10-24,Same Day,SS-20590,Sonia Sunley,Consumer,united states,san francisco,california,94109,West,TEC-AC-10001838,Technology,Accessories,razer tiamat over ear 7.1 surround sound pc gaming headset,199.99
